name,host_star,discovery_year,discovery_method,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,equilibrium_temperature,equilibrium_temperature_error_min,equilibrium_temperature_error_max,source,last_updated
Kepler-229 d,Kepler-229,2014.0,Transit,14.2,,,3.85,1.38,-1.38,41.194912,0.000248,-0.000248,0.22,,,0.0,,,89.96,,,439.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1440 b,Kepler-1440,2016.0,Transit,2.13,,,1.26,0.23,-0.14,39.859484,0.001034,-0.001034,0.23431,0.00205,-0.00205,0.0,,,89.36,,,597.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-549 c,Kepler-549,2016.0,Transit,8.91,,,2.93,0.25,-0.59,117.040498,0.001777,-0.001777,0.45332,0.00288,-0.00288,0.0,,,89.92,,,349.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-952 b,Kepler-952,2016.0,Transit,45.4,,,7.65,1.65,-0.75,130.3546919,0.0002069,-0.0002069,0.5183,,,0.0,,,89.7,,,369.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1013 b,Kepler-1013,2016.0,Transit,5.27,,,2.15,0.36,-0.2,18.93054959,4.672e-05,-4.672e-05,0.137,,,0.0,,,89.07,,,766.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1768 b,Kepler-1768,2021.0,Transit,5.62,,,2.23346338,,,15.13589954,,,0.1286,,,0.0,,,89.44,,,933.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-109 c,Kepler-109,2014.0,Transit,8.2,,,2.65,0.12,-0.12,21.22265,2.7e-05,-2.7e-05,0.1546,0.0042,-0.0042,0.098,,,89.63,0.19,-0.19,859.0,16.0,-16.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1023 b,Kepler-1023,2016.0,Transit,7.41,,,2.63,0.3,-0.18,62.1387714,0.0002199,-0.0002199,0.30284,0.00321,-0.00321,0.0,,,89.52,,,524.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-193 c,Kepler-193,2014.0,Transit,8.0,,,2.75,1.24,-1.24,50.697494,0.000446,-0.000446,0.286,,,0.0,,,89.88,,,595.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-364 c,Kepler-364,2014.0,Transit,5.27,,,2.15,0.42,-0.42,59.980627,0.000879,-0.000879,0.312,,,0.0,,,88.03,,,568.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-159 b,Kepler-159,2014.0,Transit,6.26,,,2.38,0.18,-0.18,10.139623,2.2e-05,-2.2e-05,0.082,,,0.0,,,89.85,,,447.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-202 b,Kepler-202,2014.0,Transit,3.29,,,1.63,0.1,-0.1,4.069427,7e-06,-7e-06,0.045,,,0.0,,,89.62,,,802.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-603 b,Kepler-603,2016.0,Transit,7.51,,,2.65,0.59,-0.26,21.05358596,8.943e-05,-8.943e-05,0.16052,0.00188,-0.00188,0.0,,,89.98,,,731.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-635 b,Kepler-635,2016.0,Transit,7.46,,,2.64,0.36,-0.27,23.44971004,7.672e-05,-7.672e-05,0.18332,0.00107,-0.00107,0.0,,,89.46,,,802.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-311 d,Kepler-311,2023.0,Transit,4.86,,,2.05,0.33,-0.29,232.040326,0.006902,-0.006902,0.7326,,,0.0,,,89.7,,,327.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1789 b,Kepler-1789,2021.0,Transit,8.4,,,2.83137505,,,80.23190308,,,0.3543,,,0.0,,,89.19,,,380.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-913 c,Kepler-913,2021.0,Transit,14.2,,,3.8580709,,,5.939119816,,,0.0699,,,0.0,,,89.7,,,1357.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-916 b,Kepler-916,2016.0,Transit,3.75,,,1.76,0.14,-0.13,32.2968798,0.0002489,-0.0002489,0.1885,,,0.0,,,89.78,,,503.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-1064 b,TOI-1064,2022.0,Transit,13.5,1.7,-1.8,2.587,0.043,-0.042,6.443868,2.5e-05,-2.5e-05,0.06152,0.00086,-0.00089,0.047,0.038,-0.03,87.709,0.083,-0.097,784.0,13.0,-13.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1143 c,Kepler-1143,2016.0,Transit,12.6,,,3.6,0.51,-0.35,210.630591,0.001456,-0.001456,0.6477,,,0.0,,,89.76,,,234.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-240 b,Kepler-240,2014.0,Transit,2.45,,,1.37,0.56,-0.56,4.144495,2.6e-05,-2.6e-05,0.048,,,0.0,,,89.99,,,864.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-271 c,Kepler-271,2014.0,Transit,0.809,,,0.95,0.06,-0.06,7.41086267,3.305e-05,-3.305e-05,0.06993,0.00087,-0.00087,0.0,,,89.79,,,850.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-226 b,Kepler-226,2014.0,Transit,24.0,11.8,-10.1,1.55,0.62,-0.62,3.940997,2e-05,-2e-05,0.047,,,0.0,,,88.88,,,1018.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-107 d,Kepler-107,2014.0,Transit,7.7,,,0.86,0.06,-0.06,7.95839,0.00012,-0.00012,0.08377,0.00065,-0.00065,0.11,,,87.55,0.64,-0.48,1173.0,14.0,-14.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1646 b,Kepler-1646,2016.0,Transit,2.04,,,1.23,0.28,-0.24,4.48558383,1.05e-05,-1.05e-05,0.0295,,,0.0,,,89.36,,,365.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-357 c,Kepler-357,2014.0,Transit,7.61,,,2.67,1.57,-1.57,16.85837,8.1e-05,-8.1e-05,0.12,,,0.0,,,88.98,,,576.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-373 c,Kepler-373,2014.0,Transit,2.07,,,1.24,0.62,-0.62,16.725948,0.000227,-0.000227,0.126,,,0.0,,,89.32,,,729.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1383 b,Kepler-1383,2016.0,Transit,2.57,,,1.41,0.63,-0.29,13.9093583,0.0001552,-0.0001552,0.11397,0.00091,-0.00091,0.0,,,89.52,,,928.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-531 b,Kepler-531,2016.0,Transit,8.15,,,2.78,0.08,-0.19,29.88485741,3.246e-05,-3.246e-05,0.17446,0.00124,-0.00124,0.0,,,89.06,,,453.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-374 b,Kepler-374,2014.0,Transit,1.08,,,1.03,0.54,-0.54,1.897806,1.1e-05,-1.1e-05,0.029,,,0.0,,,87.55,,,1761.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-157 d,Kepler-157,2016.0,Transit,2.73,,,1.46,0.16,-0.1,7.02573474,2.388e-05,-2.388e-05,0.0706,0.0008,-0.0008,0.0,,,86.8,,,969.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-191 b,Kepler-191,2014.0,Transit,2.36,,,1.34,0.66,-0.66,9.939632,6.6e-05,-6.6e-05,0.087,,,0.0,,,84.14,,,722.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-215 e,Kepler-215,2014.0,Transit,3.71,,,1.75,0.41,-0.41,68.16101,0.00063,-0.00063,0.314,,,0.0,,,89.68,,,405.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-62 f,Kepler-62,2013.0,Transit,35.0,,,1.41,0.07,-0.07,267.291,0.005,-0.005,0.718,0.007,-0.007,0.0,,,89.9,0.03,-0.03,208.0,11.0,-11.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1558 b,Kepler-1558,2016.0,Transit,0.244,,,0.68,0.06,-0.04,3.50470358,1.612e-05,-1.612e-05,0.04278,0.00016,-0.00016,0.0,,,88.66,,,1019.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-802 b,Kepler-802,2016.0,Transit,12.3,,,3.54,0.47,-0.4,40.0587473,0.0001092,-0.0001092,0.2265,,,0.0,,,88.65,,,489.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-342 e,Kepler-342,2016.0,Transit,0.615,,,0.88,0.08,-0.06,1.644224613,6.213e-06,-6.213e-06,0.02909,0.0002,-0.0002,0.0,,,58.94,,,1897.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1515 b,Kepler-1515,2016.0,Transit,66.2,,,9.55,0.77,-0.64,214.3114164,0.0001275,-0.0001275,0.75235,0.00439,-0.00439,0.0,,,89.99,,,380.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1499 b,Kepler-1499,2016.0,Transit,1.81,,,1.19,0.25,-0.14,44.2008,0.0006553,-0.0006553,0.23225,0.00169,-0.00169,0.0,,,89.69,,,409.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-343 c,Kepler-343,2014.0,Transit,4.74,,,2.02,0.38,-0.38,23.22182,0.000234,-0.000234,0.167,,,0.0,,,88.18,,,746.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-203 b,Kepler-203,2014.0,Transit,7.13,,,2.57,0.52,-0.52,3.162697,4e-06,-4e-06,0.043,,,0.0,,,85.47,,,1308.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1669 c,Kepler-1669,2021.0,Transit,4.27,,,1.90120972,,,1.609320045,,,0.0228,,,0.0,,,89.89,,,958.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-379 c,Kepler-379,2014.0,Transit,5.86,,,2.29,0.43,-0.43,62.784697,0.000661,-0.000661,0.326,,,0.0,,,89.84,,,530.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1088 b,Kepler-1088,2016.0,Transit,2.6,,,1.42,0.11,-0.1,23.12748644,8.919e-05,-8.919e-05,0.16163,0.00122,-0.00122,0.0,,,88.31,,,667.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-373 b,Kepler-373,2014.0,Transit,2.42,,,1.36,0.67,-0.67,5.535309,2.9e-05,-2.9e-05,0.06,,,0.0,,,89.81,,,1054.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-33 b,Kepler-33,2011.0,Transit,3.68,,,1.74,0.18,-0.18,5.66793,0.00012,-0.00012,0.0677,0.0014,-0.0014,0.0,,,86.39,0.96,-1.62,1336.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-76 b,Kepler-76,2013.0,Orbital Brightness Modulation,638.8383,117.5971,-111.2405,15.24424,1.34508,-1.34508,1.5449298,4e-07,-4e-07,0.0274,0.002,-0.0019,0.0,,,77.55,0.2,-0.17,2140.0,40.0,-40.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-421 b,Kepler-421,2014.0,Transit,16.1,,,4.16,0.19,-0.16,704.1984,0.0016,-0.0016,1.219,0.089,-0.089,0.041,0.095,-0.034,89.965,0.024,-0.031,185.0,9.0,-5.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-183 b,Kepler-183,2014.0,Transit,4.9,,,2.06,0.89,-0.89,5.687945,2e-05,-2e-05,0.064,,,0.0,,,87.45,,,1088.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-411 e,Kepler-411,2018.0,Transit Timing Variations,10.8,1.1,-1.1,3.28,,,31.509728,8.5e-05,-8.5e-05,0.186,0.003,-0.003,0.016,0.002,-0.001,88.04,0.02,-0.02,503.0,9.0,-9.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-464 b,Kepler-464,2016.0,Transit,10.9,,,3.3,0.16,-0.13,7.256965224,5.766e-06,-5.766e-06,0.07931,0.00072,-0.00072,0.0,,,85.51,,,1163.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1141 b,Kepler-1141,2016.0,Transit,0.477,,,0.82,0.12,-0.08,2.344511944,5.354e-06,-5.354e-06,0.03496,0.00036,-0.00036,0.0,,,84.08,,,1471.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1156 b,Kepler-1156,2016.0,Transit,2.3,,,1.32,0.14,-0.09,11.89520511,6.499e-05,-6.499e-05,0.09704,0.00115,-0.00115,0.0,,,89.86,,,787.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-103 c,Kepler-103,2014.0,Transit,38.0,17.0,-16.0,5.45,0.18,-0.18,179.60978,0.0002,-0.0002,0.6639,0.0043,-0.0063,0.095,,,87.704,0.12,-0.055,434.0,6.0,-6.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-366 b,Kepler-366,2014.0,Transit,2.73,,,1.46,0.66,-0.66,3.281959,2.2e-05,-2.2e-05,0.045,,,0.0,,,88.5,,,1326.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-104 d,Kepler-104,2014.0,Transit,5.54022107,4.62828103,-4.62828103,3.58,0.61,-0.61,51.755394,0.00016,-0.00016,0.257,,,0.0,,,89.14,,,515.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1053 b,Kepler-1053,2016.0,Transit,0.904,,,0.98,0.05,-0.04,2.414351654,2.538e-06,-2.538e-06,0.0315,,,0.0,,,89.12,,,953.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KIC 5479689 b,KIC 5479689,2021.0,Orbital Brightness Modulation,158.9142035,127.1313628,-31.7828407,14.2,,,1.701531,8e-06,-0.000419,,,,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
eps Eri b,eps Eri,2000.0,Radial Velocity,209.76674862,38.13940884,-28.60455663,14.1,,,2671.0,17.0,-23.0,3.53,0.03,-0.04,0.07,0.07,-0.05,78.81,29.34,-22.41,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1920 b,Kepler-1920,2021.0,Transit,9.03,,,2.95415848,,,30.2541008,,,0.2043,,,0.0,,,89.94,,,660.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1925 b,Kepler-1925,2021.0,Transit,9.28,,,3.00177922,,,46.71640015,,,0.2588,,,0.0,,,89.68,,,531.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KOI-1833 d,Kepler-968,2021.0,Transit,11.02,,,2.58,0.23,-0.22,7.685,,,0.0634,,,0.0,,,86.87,,,613.0,23.0,-23.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1489 b,Kepler-1489,2016.0,Transit,3.78,,,1.77,0.23,-0.18,82.294751,0.001799,-0.001799,0.3679,,,0.0,,,89.87,,,400.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-84 f,Kepler-84,2014.0,Transit,5.48,,,2.2,0.43,-0.43,44.552169,0.000812,-0.000812,0.25,,,0.0,,,89.07,,,572.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-843 b,Kepler-843,2016.0,Transit,7.22,,,2.59,0.61,-0.25,2.053879821,2.904e-06,-2.904e-06,0.0313,,,0.0,,,87.74,,,1523.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-847 b,Kepler-847,2016.0,Transit,1.76,,,1.18,0.09,-0.05,2.343231895,7.572e-06,-7.572e-06,0.0315,,,0.0,,,89.7,,,1054.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-19 c,Kepler-19,2011.0,Transit Timing Variations,13.1,2.7,-2.7,3.68,,,28.731,0.012,-0.005,0.1765736996,,,0.21,0.05,-0.07,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-269 b,Kepler-269,2014.0,Transit,6.66,,,2.47,1.15,-1.15,5.326718,3.5e-05,-3.5e-05,0.061,,,0.0,,,89.8,,,1007.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-197 b,Kepler-197,2014.0,Transit,1.04,,,1.02,0.04,-0.04,5.599308,2.3e-05,-2.3e-05,0.06,,,0.02,0.23,-0.02,79.07,,,1142.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-805 b,Kepler-805,2016.0,Transit,8.7,,,2.89,0.13,-0.25,30.8638931,0.0001259,-0.0001259,0.19852,0.00196,-0.00196,0.0,,,85.76,,,743.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-272 b,Kepler-272,2014.0,Transit,78.0,93.8,-66.9,1.43,0.77,-0.77,2.971353,1.7e-05,-1.7e-05,0.038,,,0.0,,,87.49,,,1200.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-394 c,Kepler-394,2014.0,Transit,3.39,,,1.66,0.86,-0.86,12.130686,0.00018,-0.00018,0.11,,,0.0,,,89.8,,,901.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1830 b,Kepler-1830,2021.0,Transit,11.1,,,3.32992941,,,56.49330139,,,0.31769,0.00127,-0.00127,0.0,,,88.89,,,681.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-304 e,Kepler-304,2016.0,Transit,1.87,,,1.2,0.06,-0.03,1.499146953,2.797e-06,-2.797e-06,0.02317,0.0001,-0.0001,0.0,,,87.54,,,1137.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-582 b,Kepler-582,2016.0,Transit,13.1,,,3.68,0.55,-0.34,18.49235668,2.487e-05,-2.487e-05,0.1254,,,0.0,,,89.95,,,603.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-697 b,Kepler-697,2016.0,Transit,16.0,,,4.13,0.55,-0.31,3.709870645,3.048e-06,-3.048e-06,0.0471,,,0.0,,,89.86,,,1151.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1073 c,Kepler-1073,2016.0,Transit,3.33,,,1.64,0.34,-0.18,4.02582254,1.484e-05,-1.484e-05,0.0483,,,0.0,,,89.92,,,1169.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1641 b,Kepler-1641,2016.0,Transit,9.85,,,3.11,1.13,-0.58,19.672266,0.00111,-0.00111,0.1473,,,0.0,,,88.19,,,908.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-609 b,Kepler-609,2016.0,Transit,11.2,,,3.35,1.07,-0.44,6.521210666,8.641e-06,-8.641e-06,0.0682,,,0.0,,,88.14,,,932.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-611 b,Kepler-611,2016.0,Transit,3.36,,,1.65,0.51,-0.15,2.437033302,5.025e-06,-5.025e-06,0.0351,,,0.0,,,89.87,,,1513.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-732 b,Kepler-732,2016.0,Transit,5.39,,,2.18,0.12,-0.16,9.467814048,6.179e-06,-6.179e-06,0.0691,,,0.0,,,89.85,,,407.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-252 c,Kepler-252,2014.0,Transit,5.27,,,2.15,0.13,-0.13,10.848463,1.5e-05,-1.5e-05,0.08,,,0.0,,,89.57,,,499.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1775 b,Kepler-1775,2021.0,Transit,12.9,,,3.64762153,,,85.65399933,,,0.39565,0.00457,-0.00457,0.0,,,89.99,,,522.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1017 b,Kepler-1017,2016.0,Transit,4.62,,,1.99,0.29,-0.12,7.23400469,1.433e-05,-1.433e-05,0.07196,0.00046,-0.00046,0.0,,,89.93,,,831.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-961 b,Kepler-961,2016.0,Transit,7.04,,,2.55,0.11,-0.08,16.87727414,2.872e-05,-2.872e-05,0.12585,0.00073,-0.00073,0.0,,,89.02,,,642.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-975 b,Kepler-975,2016.0,Transit,2.79,,,1.48,0.06,-0.09,1.970342457,2.357e-06,-2.357e-06,0.02898,0.00027,-0.00027,0.0,,,79.56,,,1599.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-985 b,Kepler-985,2016.0,Transit,9.17,,,2.98,0.14,-0.15,116.331901,0.001381,-0.001381,0.44664,0.00223,-0.00223,0.0,,,89.99,,,323.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-385 b,Kepler-385,2014.0,Transit,12.8,11.4,-6.8,2.73,1.38,-1.38,10.043686,0.000128,-0.000128,0.097,,,0.0,,,79.64,,,951.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-314 b,Kepler-314,2014.0,Transit,0.498,,,0.83,0.12,-0.12,2.461069,1.3e-05,-1.3e-05,0.035,,,0.0,,,85.4,,,1195.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-384 c,Kepler-384,2014.0,Transit,1.51,,,1.13,0.33,-0.33,45.348269,0.000779,-0.000779,0.236,,,0.0,,,88.78,,,531.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1576 b,Kepler-1576,2016.0,Transit,1.12,,,1.04,0.29,-0.13,6.98471973,5.94e-05,-5.94e-05,0.07211,0.00028,-0.00028,0.0,,,88.54,,,1059.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1719 b,Kepler-1719,2021.0,Transit,14.8,,,3.95000623,,,6.149559975,,,0.06868,0.00044,-0.00044,0.0,,,87.37,,,1287.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1993 b,Kepler-1993,2023.0,Transit,16.1,,,4.15,1.28,-2.98,26.6565737,0.0002052,-0.0002052,0.1943,,,0.0,,,88.72,,,903.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1593 b,Kepler-1593,2016.0,Transit,10.2,,,3.17,0.3,-0.28,174.509835,0.001852,-0.001852,0.55494,0.00395,-0.00395,0.0,,,89.847,0.0112,-0.05,260.0,24.0,-19.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1955 b,Kepler-1955,2021.0,Transit,1.69,,,1.16654878,,,14.26519966,,,0.11959,0.00114,-0.00114,0.0,,,89.29,,,853.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-989 b,Kepler-989,2016.0,Transit,5.52,,,2.21,0.14,-0.13,7.964315352,9.617e-06,-9.617e-06,0.0734,,,0.0,,,89.73,,,805.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1700 b,Kepler-1700,2020.0,Transit,8.76,,,2.90129941,,,234.239,,,0.76094,0.00812,-0.00812,0.0,,,89.02,,,329.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-362 b,Kepler-362,2014.0,Transit,0.615,,,0.88,0.38,-0.38,10.327186,0.000101,-0.000101,0.087,,,0.0,,,88.47,,,838.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-435 b,Kepler-435,2015.0,Transit,266.97,47.67,-47.67,22.31,2.02,-2.02,8.6001536,1.8e-06,-1.8e-06,0.0948,0.0018,-0.0018,0.114,0.077,-0.077,85.51,0.52,-0.52,1729.0,70.0,-70.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-248 c,Kepler-248,2014.0,Transit,15.6,,,4.07,0.49,-0.49,16.239494,2.4e-05,-2.4e-05,0.123,,,0.0,,,89.92,,,598.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1804 b,Kepler-1804,2021.0,Transit,3.18,,,1.59615726,,,12.28849983,,,0.1017,,,0.0,,,88.64,,,913.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1806 b,Kepler-1806,2021.0,Transit,6.15,,,2.35560189,,,9.033320427,,,0.0813,,,0.0,,,88.82,,,729.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-934 b,Kepler-934,2016.0,Transit,5.02,,,2.09,0.15,-0.11,55.6738309,0.0002829,-0.0002829,0.2658,,,0.0,,,89.86,,,384.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-933 b,Kepler-933,2016.0,Transit,6.62,,,2.46,0.23,-0.16,14.20443009,6.185e-05,-6.185e-05,0.1041,,,0.0,,,89.98,,,602.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-804 c,Kepler-804,2016.0,Transit,1.55,,,1.14,0.2,-0.14,9.65185017,5.013e-05,-5.013e-05,0.08654,0.00096,-0.00096,0.0,,,89.59,,,890.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1193 b,Kepler-1193,2016.0,Transit,2.3,,,1.32,0.21,-0.17,2.832652134,9.032e-06,-9.032e-06,0.04004,0.00048,-0.00048,0.0,,,87.57,,,1453.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1256 b,Kepler-1256,2016.0,Transit,2.83,,,1.49,0.44,-0.22,12.4127754,0.000108,-0.000108,0.10733,0.00116,-0.00116,0.0,,,87.43,,,933.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-102 b,Kepler-102,2014.0,Transit,1.1,,,0.46,0.026,-0.026,5.286965,1.2e-05,-1.2e-05,0.05521,0.00049,-0.00049,0.1,,,89.78,0.22,-0.22,857.0,20.0,-20.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1373 b,Kepler-1373,2016.0,Transit,1.65,,,1.16,0.54,-0.19,1.29123275,6.458e-06,-6.458e-06,0.02598,0.00034,-0.00034,0.0,,,87.84,,,1887.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-402 b,Kepler-402,2014.0,Transit,1.98,,,1.22,0.24,-0.24,4.028751,1.9e-05,-1.9e-05,0.051,,,0.0,,,88.85,,,1311.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-209 c,Kepler-209,2014.0,Transit,9.8,,,3.1,0.51,-0.51,41.749882,0.000106,-0.000106,0.231,,,0.0,,,89.77,,,486.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1898 b,Kepler-1898,2021.0,Transit,0.76,,,0.93353523,,,4.765620232,,,0.05063,0.00017,-0.00017,0.0,,,89.51,,,1167.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-334 b,Kepler-334,2014.0,Transit,1.46,,,1.12,0.21,-0.21,5.470319,2.1e-05,-2.1e-05,0.061,,,0.0,,,89.68,,,1090.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
